417925,500000
112359,000000
1225062,000000
7887469,000000
11191660,000000
2361997,000000
1200154,000000
1194890,000000
323572,300000
172810,400000
107986,700000
154327,700000
1485014,000000
122726,800000
92376,700000
90758,440000
865205,800000
20823,210000
18207,370000
12994,120000
7471,294000
11256,040000
7502,626000
5182,829000
5171,674000
3651,066000
2760,180000
2864,504000
2763,149000
2161,248000
888,752500
139,769400
